Price,Close,High,Low,Open,Volume
2025-03-03,2145.573974609375,2522.316650390625,2097.076171875,2519.531005859375,31473561910
2025-03-04,2170.01513671875,2220.358642578125,1996.767578125,2145.65283203125,33935738380
2025-03-05,2241.977294921875,2272.79736328125,2156.099365234375,2169.98681640625,22105432727
2025-03-06,2202.476806640625,2319.396240234375,2177.677001953125,2241.906494140625,18509069102
2025-03-07,2138.987548828125,2254.232421875,2103.47265625,2202.498291015625,22425792863
2025-03-08,2201.51025390625,2232.3271484375,2107.72802734375,2139.7978515625,10533204814
2025-03-09,2015.5091552734375,2210.313720703125,1991.1934814453125,2201.708740234375,16103964994
2025-03-10,1861.1513671875,2150.706298828125,1812.766845703125,2015.430419921875,35005066442
2025-03-11,1919.844970703125,1961.7977294921875,1760.9417724609375,1859.7777099609375,30898385863
2025-03-12,1908.982666015625,1954.5711669921875,1832.01904296875,1919.664794921875,22898872951
2025-03-13,1862.9696044921875,1919.688232421875,1823.525390625,1909.015380859375,17977225564
2025-03-14,1909.467529296875,1945.0914306640625,1861.10595703125,1862.9979248046875,12122715282
2025-03-15,1937.3946533203125,1955.2384033203125,1904.9656982421875,1909.528076171875,6456484591
2025-03-16,1887.43505859375,1940.474365234375,1863.489013671875,1937.384765625,9292997638
2025-03-17,1927.0029296875,1951.6259765625,1880.484375,1887.44921875,10436892087
2025-03-18,1932.54345703125,1935.1820068359375,1872.5089111328125,1927.0057373046875,10170844746
2025-03-19,2057.7490234375,2068.764404296875,1928.24951171875,1932.5445556640625,20065206266
2025-03-20,1982.099853515625,2067.483642578125,1952.2432861328125,2057.951171875,13217865782
2025-03-21,1964.8475341796875,1994.8914794921875,1937.2115478515625,1981.85302734375,9708125480
2025-03-22,1980.037841796875,2005.0411376953125,1964.27099609375,1964.9404296875,6117036512
2025-03-23,2005.2991943359375,2019.889404296875,1977.7093505859375,1979.983642578125,7522339707
2025-03-24,2077.47900390625,2101.9833984375,1978.7637939453125,2005.7183837890625,14044912402
2025-03-25,2067.76416015625,2096.518310546875,2038.64453125,2078.568115234375,11735658914
2025-03-26,2009.1893310546875,2078.369140625,1982.412353515625,2067.5087890625,13178523590
2025-03-27,2002.357421875,2037.3961181640625,1987.7177734375,2008.9405517578125,11593274543
2025-03-28,1895.5029296875,2015.454345703125,1863.0106201171875,2002.4105224609375,18160526498
2025-03-29,1827.3203125,1911.90087890625,1799.2008056640625,1895.5496826171875,12194771785
2025-03-30,1806.2186279296875,1847.570556640625,1769.4127197265625,1827.31103515625,9854857162
2025-03-31,1823.47998046875,1852.5513916015625,1778.6922607421875,1806.3165283203125,15765030938
2025-04-01,1905.491455078125,1926.302978515625,1820.350341796875,1823.5623779296875,15001220420
2025-04-02,1795.313232421875,1951.1802978515625,1782.76025390625,1905.484619140625,22593742104
2025-04-03,1815.63720703125,1844.071044921875,1751.380859375,1794.97607421875,16450974373
2025-04-04,1815.335205078125,1833.956787109375,1760.588623046875,1815.60986328125,18061720814
2025-04-05,1805.9732666015625,1826.298583984375,1767.5135498046875,1815.344970703125,6374712479
2025-04-06,1576.72802734375,1815.5748291015625,1539.43798828125,1805.9630126953125,22154445576
2025-04-07,1555.240966796875,1634.0411376953125,1415.37353515625,1576.9498291015625,46073959047
2025-04-08,1472.5531005859375,1617.33984375,1447.610107421875,1554.93212890625,21315312919
2025-04-09,1668.0400390625,1687.18798828125,1386.79931640625,1472.6014404296875,39252195855
2025-04-10,1522.518798828125,1669.3941650390625,1474.9141845703125,1668.2017822265625,21379604307
2025-04-11,1567.1497802734375,1587.53857421875,1505.001953125,1522.4730224609375,14871838813
2025-04-12,1643.528564453125,1666.017578125,1546.819580078125,1567.15576171875,12110995013
